"	O
—	O
a	O
model	O
well	O
-	O
known	O
for	O
accidental	O
discharges	O
even	O
among	O
experienced	O
shooters	O
.	O

Gonzalez	O
told	O
the	O
jury	O
,	O
according	O
to	O
the	O
San	O
Francisco	O
Chronicle	O
,	O
that	O
Garcia	O
Zarate	O
had	O
never	O
handled	O
a	O
firearm	O
before	O
,	O
was	O
frightened	O
by	O
the	O
noise	O
of	O
the	O
gunshot	O
,	O
then	O
flung	O
the	O
weapon	O
into	O
the	O
bay	O
where	O
it	O
was	O
later	O
found	O
by	O
a	O
diver	O
.	O

Prosecutors	O
,	O
however	O
,	O
alleged	O
that	O
Garcia	O
Zarate	O
brought	O
the	O
weapon	O
to	O
the	O
pier	O
deliberately	O
to	O
do	O
harm	O
,	O
and	O
intentionally	O
aimed	O
and	O
shot	O
Steinle	O
after	O
firmly	O
pulling	O
the	O
trigger	O
.	O

They	O
said	O
Garcia	O
Zarate	O
then	O
threw	O
the	O
weapon	O
into	O
the	O
bay	O
and	O
fled	O
the	O
scene	O
.	O

Beyond	O
the	O
shooting	O
itself	O
,	O
perhaps	O
the	O
most	O
controversial	O
aspect	O
of	O
Garcia	O
Zarate	O
's	O
case	O
involves	O
his	O
previous	O
criminal	O
activity	O
and	O
history	O
of	O
deportations	O
,	O
and	O
how	O
San	O
Francisco	O
and	O
federal	O
authorities	O
handled	O
his	O
custody	O
before	O
he	O
ever	O
picked	O
up	O
the	O
gun	O
and	O
shot	O
Steinle	O
.	O

At	O
the	O
time	O
of	O
Steinle	O
's	O
death	O
,	O
Garcia	O
Zarate	O
had	O
been	O
convicted	O
of	O
nonviolent	O
drug	O
crimes	O
and	O
deported	O
five	O
times	O
since	O
the	O
early	O
1990s	O
.	O

He	O
faced	O
a	O
sixth	O
deportation	O
in	O
2015	O
,	O
and	O
was	O
in	O
Justice	O
Department	O
(	O
DOJ	O
)	O
custody	O
that	O
March	O
after	O
serving	O
46	O
months	O
in	O
prison	O
for	O
a	O
felony	O
re	O
-	O
entry	O
into	O
the	O
US	O
,	O
but	O
instead	O
of	O
transferring	O
him	O
into	O
the	O
custody	O
of	O
Immigration	O
and	O
Customs	O
Enforcement	O
(	O
ICE	O
)	O
for	O
deportation	O
,	O
the	O
department	O
transferred	O
him	O
to	O
the	O
San	O
Francisco	O
County	O
Jail	O
for	O
prosecution	O
of	O
a	O
1995	O
marijuana	O
charge	O
.	O

San	O
Francisco	O
prosecutors	O
,	O
who	O
had	O
long	O
ago	O
deprioritized	O
marijuana	O
charges	O
,	O
dismissed	O
the	O
decades	O
-	O
old	O
charge	O
and	O
released	O
Garcia	O
Zarate	O
on	O
April	O
15	O
,	O
2015	O
.	O

Due	O
to	O
San	O
Francisco	O
's	O
policy	O
of	O
limiting	O
cooperation	O
with	O
federal	O
immigration	O
authorities	O
—	O
which	O
some	O
refer	O
to	O
as	O
a	O
"	O
sanctuary	B-PROP
"	I-PROP
policy	I-PROP
—	O
the	O
city	O
did	O
not	O
inform	O
ICE	O
when	O
they	O
released	O
Garcia	O
Zarate	O
.	O

As	O
a	O
result	O
of	O
the	O
case	O
,	O
both	O
the	O
DOJ	O
and	O
the	O
city	O
of	O
San	O
Francisco	O
have	O
changed	O
several	O
policies	O
.	O

The	O
DOJ	O
announced	O
in	O
2016	O
it	O
would	O
no	O
longer	O
release	O
potentially	O
deportable	O
detainees	O
to	O
local	O
jails	O
without	O
first	O
allowing	O
ICE	O
to	O
take	O
custody	O
.	O

San	O
Francisco	O
,	O
meanwhile	O
,	O
has	O
adjusted	O
its	O
policy	O
to	O
notify	O
ICE	O
if	O
they	O
are	O
releasing	O
suspected	O
undocumented	O
immigrants	O
who	O
face	O
charges	O
of	O
serious	O
or	O
violent	O
felonies	O
.	O

"	O
This	B-PROP
tragedy	I-PROP
could	I-PROP
have	I-PROP
been	I-PROP
prevented	I-PROP
if	I-PROP
San	I-PROP
Francisco	I-PROP
had	I-PROP
simply	I-PROP
turned	I-PROP
the	I-PROP
alien	I-PROP
over	I-PROP
to	I-PROP
ICE	I-PROP
as	I-PROP
we	I-PROP
requested	I-PROP
,	I-PROP
instead	I-PROP
of	I-PROP
releasing	I-PROP
him	I-PROP
back	I-PROP
onto	I-PROP
the	I-PROP
streets	I-PROP
,	I-PROP
"	I-PROP
ICE	O
Director	O
Thomas	O
Homan	O
said	O
in	O
a	O
statement	O
on	O
Thursday	O
.	O

"	O
It	O
is	O
unconscionable	O
that	O
politicians	B-PROP
across	I-PROP
this	I-PROP
country	I-PROP
continue	I-PROP
to	I-PROP
endanger	I-PROP
the	I-PROP
lives	I-PROP
of	I-PROP
Americans	I-PROP
with	I-PROP
sanctuary	I-PROP
policies	I-PROP
while	I-PROP
ignoring	I-PROP
the	I-PROP
harm	I-PROP
inflicted	I-PROP
on	I-PROP
their	I-PROP
constituents	I-PROP
.	I-PROP
"	I-PROP

But	O
ICE	O
has	O
faced	O
criticism	O
of	O
its	O
own	O
over	O
not	O
seeking	O
a	O
judicial	O
warrant	O
to	O
legally	O
obtain	O
custody	O
of	O
Garcia	O
Zarate	O
when	O
it	O
discovered	O
he	O
had	O
been	O
transferred	O
into	O
San	O
Francisco	O
's	O
custody	O
.	O

The	O
agency	O
has	O
argued	O
that	O
obtaining	O
judicial	O
warrants	O
are	O
unnecessary	O
and	O
would	O
place	O
too	O
much	O
burden	O
on	O
ICE	O
officials	O
and	O
federal	O
courts	O
.	O

Though	O
the	O
agency	O
did	O
issue	O
a	O
request	O
to	O
the	O
city	O
to	O
detain	O
Garcia	O
Zarate	O
until	O
ICE	O
officials	O
could	O
pick	O
him	O
up	O
,	O
their	O
detainer	O
requests	O
are	O
not	O
signed	O
by	O
a	O
judge	O
and	O
are	O
therefore	O
not	O
legally	O
binding	O
.	O

San	O
Francisco	O
's	O
policy	O
is	O
to	O
ignore	O
such	O
requests	O
if	O
they	O
are	O
not	O
accompanied	O
by	O
judge	O
-	O
signed	O
warrants	O
,	O
and	O
the	O
city	O
has	O
cited	O
federal	O
court	O
cases	O
concluding	O
that	O
such	O
detentions	O
violate	O
inmates	O
'	O
Fourth	O
Amendment	O
rights	O
.	O

Garcia	O
Zarate	O
's	O
deportation	O
and	O
criminal	O
history	O
made	O
him	O
an	O
effective	O
target	O
for	O
immigration	O
hardliners	O
,	O
who	O
argued	O
that	O
Steinle	B-PROP
would	I-PROP
still	I-PROP
be	I-PROP
alive	I-PROP
were	I-PROP
it	I-PROP
not	I-PROP
for	I-PROP
an	I-PROP
insecure	I-PROP
border	I-PROP
and	I-PROP
lenient	I-PROP
treatment	I-PROP
toward	I-PROP
suspected	I-PROP
undocumented	I-PROP
immigrants	I-PROP
in	I-PROP
local	I-PROP
jails	I-PROP
.	O

President	O
Donald	O
Trump	O
immediately	O
seized	O
on	O
the	O
verdict	O
on	O
Thursday	O
as	O
evidence	O
of	O
the	O
perils	O
of	O
"	O
Illegal	O
Immigration	O
.	O
"	O

Trump	O
frequently	O
villainized	O
Garcia	O
Zarate	O
and	O
cited	O
Steinle	O
's	O
death	O
during	O
his	O
presidential	O
campaign	O
,	O
using	O
the	O
case	O
to	O
bolster	O
his	O
argument	O
for	O
a	O
border	O
wall	O
and	O
aid	O
his	O
crusade	O
against	O
"	O
sanctuary	O
cities	O
.	O
"	O

Early	O
on	O
Friday	O
,	O
Trump	O
also	O
falsely	O
claimed	O
on	O
Twitter	O
that	O
Garcia	O
Zarate	O
had	O
previously	O
committed	O
violent	O
crimes	O
and	O
had	O
illegally	O
entered	O
the	O
US	O
six	O
times	O
due	O
to	O
lax	O
border	O
security	O
under	O
the	O
Obama	O
administration	O
.	O

"	O
The	B-PROP
Kate	I-PROP
Steinle	I-PROP
killer	I-PROP
came	O
back	O
and	O
back	O
over	O
the	O
weakly	O
protected	O
Obama	O
border	O
,	O
always	O
committing	O
crimes	O
and	O
being	O
violent	O
,	O
and	O
yet	O
this	O
info	O
was	O
not	O
used	O
in	O
court	O
.	O

His	O
exoneration	O
is	O
a	B-PROP
complete	I-PROP
travesty	I-PROP
of	I-PROP
justice	I-PROP
.	O

BUILD	B-PROP
THE	I-PROP
WALL	I-PROP
!	I-PROP
"	I-PROP

Trump	O
tweeted	O
.	O

In	O
fact	O
,	O
Garcia	O
Zarate	O
had	O
never	O
been	O
convicted	O
of	O
a	O
violent	O
crime	O
before	O
Steinle	O
's	O
shooting	O
—	O
his	O
previous	O
convictions	O
were	O
for	O
nonviolent	O
drug	O
crimes	O
and	O
illegal	O
entry	O
.	O

Lax	O
border	O
security	O
,	O
too	O
,	O
does	O
not	O
appear	O
to	O
be	O
a	O
factor	O
since	O
Garcia	O
Zarate	O
was	O
caught	O
by	O
border	O
patrol	O
agents	O
each	O
time	O
he	O
entered	O
the	O
country	O
under	O
the	O
Obama	O
administration	O
.	O

In	O
contrast	O
,	O
Steinle	O
's	O
family	O
has	O
expressed	O
nuanced	O
views	O
on	O
immigration	O
and	O
"	O
sanctuary	O
"	O
policies	O
.	O

They	O
have	O
both	O
condemned	O
Trump	O
for	O
"	O
sensationalizing	O
"	O
Steinle	O
's	O
death	O
to	O
advance	O
anti	O
-	O
immigration	O
policies	O
,	O
and	O
expressed	O
frustration	O
with	O
San	O
Francisco	O
officials	O
,	O
who	O
they	O
believe	O
went	O
too	O
far	O
in	O
refusing	O
to	O
cooperate	O
with	O
federal	O
immigration	O
authorities	O
.	O

Here	O
are	O
all	O
the	O
sexual	O
misconduct	O
accusations	O
against	O
Sen.	O
Al	O
Franken	O

Sen.	O
Al	O
Franken	O
announced	O
his	O
resignationon	O
the	O
Senate	O
floor	O
Thursday	O
morning	O
,	O
as	O
Democratic	O
calls	O
for	O
his	O
resignation	O
mount	O
following	O
the	O
latest	O
sexual	O
misconduct	O
accusations	O
against	O
him	O
.	O

About	O
30	O
Senate	O
Democrats	O
,	O
starting	O
with	O
women	O
,	O
have	O
urged	O
the	O
Minnesota	O
Democrat	O
to	O
step	O
down	O
.	O

Franken	O
on	O
Thursday	O
denied	O
most	O
of	O
the	O
allegations	O
,	O
which	O
started	O
to	O
surface	O
last	O
month	O
.	O

Here	O
are	O
the	O
eight	O
accusations	O
he	O
faces	O
:	O

Leeann	O
Tweeden	O
,	O
a	O
radio	O
news	O
anchor	O
,	O
says	O
Franken	O
groped	O
and	O
forcibly	O
kissed	O
her	O
during	O
a	O
USO	O
tour	O
in	O
2006	O
,	O
before	O
the	O
former	O
comedian	O
was	O
a	O
senator	O
.	O

She	O
says	O
Franken	O
"	O
aggressively	B-PROP
stuck	I-PROP
his	I-PROP
tongue	I-PROP
in	I-PROP
my	I-PROP
mouth	I-PROP
"	I-PROP
when	O
the	O
pair	O
rehearsed	O
a	O
skit	O
that	O
featured	O
a	O
kiss	O
.	O

A	O
photo	O
also	O
surfaced	O
showing	O
Franken	O
looking	O
at	O
a	O
camera	O
while	O
pretending	O
to	O
grab	O
Tweeden	O
's	O
breasts	O
as	O
she	O
was	O
sleeping	O
while	O
clothed	O
.	O

The	O
senator	O
apologized	O
for	O
the	O
photo	O
but	O
said	O
he	O
remembered	O
the	O
skit	O
incident	O
differently	O
.	O

Lindsay	O
Menz	O
says	O
Franken	O
grabbed	O
her	O
buttocks	O
when	O
the	O
pair	O
posed	O
for	O
a	O
photo	O
at	O
the	O
Minnesota	O
State	O
Fair	O
in	O
2010	O
.	O

Franken	O
later	O
said	O
he	O
did	O
not	O
remember	O
taking	O
the	O
picture	O
but	O
"	O
felt	O
badly	O
"	O
that	O
Menz	O
felt	O
disrespected	O
.	O

Two	O
other	O
unidentified	O
women	O
told	O
HuffPost	O
that	O
Franken	O
grabbed	O
their	O
buttocks	O
at	O
separate	O
events	O
in	O
2007	O
and	O
2008	O
.	O

One	O
of	O
the	O
women	O
says	O
Franken	O
suggested	O
that	O
he	O
and	O
she	O
should	O
go	O
to	O
the	O
bathroom	O
together	O
.	O

Franken	O
said	O
he	O
did	O
not	O
remember	O
the	O
events	O
and	O
denied	O
asking	O
anyone	O
to	O
visit	O
the	O
bathroom	O
with	O
him	O
.	O

Stephanie	O
Kemplin	O
,	O
an	O
Army	O
veteran	O
,	O
says	O
Franken	O
put	O
his	O
hand	O
on	O
her	O
breast	O
during	O
a	O
USO	O
tour	O
in	O
2003	O
.	O

In	O
a	O
statement	O
following	O
that	O
accusation	O
,	O
Franken	B-PROP
's	I-PROP
office	I-PROP
said	I-PROP
he	I-PROP
has	I-PROP
not	I-PROP
"	I-PROP
intentionally	I-PROP
engage	I-PROP
in	I-PROP
"	I-PROP
the	I-PROP
"	I-PROP
kind	I-PROP
of	I-PROP
conduct	I-PROP
"	I-PROP
described	I-PROP
.	O

A	O
woman	O
described	O
as	O
a	O
"	O
former	O
elected	O
official	O
in	O
New	O
England	O
"	O
told	O
the	O
Jezebel	O
website	O
that	O
Franken	O
tried	O
to	O
give	O
her	O
a	O
"	O
wet	B-PROP
,	I-PROP
open	I-PROP
-	I-PROP
mouthed	I-PROP
kiss	I-PROP
"	I-PROP
during	O
an	O
event	O
in	O
2006	O
.	O

The	O
senator	O
has	O
not	O
appeared	O
to	O
respond	O
specifically	O
to	O
the	O
allegation	O
.	O

An	O
unnamed	O
former	O
Democratic	O
congressional	O
aide	O
told	O
Politico	O
that	O
the	O
senator	O
tried	O
to	O
forcibly	O
kiss	O
her	O
after	O
he	O
taped	O
a	O
radio	O
show	O
in	O
2006	O
.	O

She	O
says	O
she	O
avoided	O
the	O
kiss	O
,	O
then	O
heard	O
Franken	O
say	O
"	O
it	O
's	O
my	O
right	O
as	O
an	O
entertainer	O
.	O
"	O

Franken	O
called	O
the	O
allegation	O
"	O
categorically	O
not	O
true	O
.	O
