704591553	4058	4124
704591553	4398	4405
704591553	4454	4480
704591553	4493	4508
704591553	4965	5082
704856340	4007	4185
704856340	4187	4324
706636401	992	1001
706636401	2911	2939
706636401	3353	3362
706636401	3724	3747
706636401	3802	3966
709732928	12	21
709732928	160	172
709732928	251	259
709732928	1428	1432
709732928	1811	1820
709732928	1957	1966
709732928	2169	2173
709732928	2177	2184
709732928	2583	2587
709732928	3682	3689
709732928	3732	3742
709732928	6464	6474
709732928	7346	7359
709732928	7579	7590
709732928	8158	8168
709732928	8491	8498
709732928	8521	8530
709732928	8532	8546
709732928	8613	8616
709732928	9458	9465
709732928	10416	10440
709732928	10525	10552
709732928	10660	10675
709732928	10768	10775
709732928	10826	10833
709732928	10865	10882
709732928	11982	11997
710100700	1203	1375
711596363	13	32
711596363	258	277
711596363	1194	1252
711596363	1408	1421
711596363	1944	1954
711596363	3065	3083
711596363	3136	3154
711596363	3173	3189
711596363	3277	3285
711596363	3700	3870
711596363	3894	4008
711596363	4274	4281
711596363	4373	4389
711596363	4573	4624
711596363	4626	4664
711596363	4738	4767
711596363	4985	5098
711596363	5391	5412
711596363	5627	5645
711596363	5647	5678
711596363	5745	5779
711622457	457	573
711622457	575	597
711622457	616	732
711622457	734	756
711622457	813	847
711622457	934	997
711622457	1095	1250
711622457	1329	1355
711622457	1882	1967
711622457	2008	2120
711622457	2409	2697
711622457	2754	2812
711622457	3303	3458
711716996	30	85
711716996	298	304
711716996	724	862
711716996	957	992
711716996	1444	1453
711716996	1600	1632
711716996	1936	2064
711716996	2231	2268
711716996	2308	2314
711716996	2320	2345
711716996	2760	2843
711716996	2910	2941
711716996	3978	3992
711716996	4002	4025
711716996	4068	4082
711716996	4563	4569
711716996	4959	4973
711716996	5284	5298
715588833	0	17
715588833	412	498
715588833	624	679
715588833	1046	1074
715588833	1753	1770
715588833	2061	2160
715588833	2437	2464
715588833	2622	2773
715588833	7098	7129
715588833	7155	7185
715588833	7638	7736
715588833	7829	7855
715588833	7857	7909
715588833	8479	8546
715588833	8548	8641
715588833	8643	8940
715588833	9232	9268
715588833	9456	9504
715588833	9836	10047
715588833	10678	10918
715588833	11273	11388
715588833	11390	11426
715588833	11575	11832
715588833	11839	11843
715588833	11846	11970
715588833	11972	12085
722507879	1369	1391
722507879	2307	2350
722507879	2356	2413
722507879	2432	2516
722507879	3019	3045
722507879	3937	3948
722507879	4053	4079
723793978	1106	1256
723793978	1418	1430
727493378	493	502
727493378	563	822
727493378	1272	1285
727493378	1768	1866
727493378	1943	1995
727493378	1997	2265
727493378	3072	3149
727736557	85	94
727736557	186	212
727736557	305	328
727736557	650	669
727736557	983	1001
727736557	1203	1347
727736557	1761	1770
727736557	1819	1858
727736557	2226	2239
727736557	2351	2382
727736557	2429	2447
727736557	2840	2884
727736557	4017	4068
727736557	4511	4544
727736557	4574	4602
727736557	4715	4742
727736557	5073	5132
728169864	0	8
728169864	423	440
728169864	1628	1641
728169864	2632	2640
728169864	2644	2651
728169864	2655	2662
728169864	2666	2674
728169864	2678	2684
728169864	2688	2694
728169864	2698	2712
728169864	2720	2744
728169864	2747	2878
728169864	3161	3184
728169864	5313	5330
728169864	5517	5525
728169864	5753	5772
728169864	6198	6259
728758697	31	49
728758697	51	89
728758697	819	1034
728758697	1232	1454
728758697	1462	1509
728758697	1512	1599
728758697	1697	1744
728758697	1746	1788
728758697	1790	1836
729410793	29	76
729410793	316	395
729410793	657	705
729410793	708	752
729410793	754	1015
729410793	1018	1341
729410793	1563	1601
729410793	3356	3480
729410793	3510	3676
729410793	4126	4166
729410793	4237	4363
729410793	4586	4624
729410793	4626	4676
729561658	39	89
729561658	251	312
729561658	754	778
729561658	809	833
729561658	1006	1052
729561658	1494	1537
729561658	1539	1573
729561658	1575	1643
729561658	1645	1738
730559808	955	992
730559808	998	1088
730559808	1251	1340
730559808	2483	2640
730559808	3006	3186
730559808	3215	3490
730559808	3492	3611
730559808	3953	4017
730559808	4279	4361
730559808	4404	4441
730559808	4447	4537
730559808	5353	5419
730559808	5659	5889
730559808	5891	5969
730573740	45	66
730573740	834	846
730573740	983	1125
730573740	1302	1322
730573740	1338	1505
730573740	2177	2227
730573740	2240	2345
730573740	2479	2572
730573740	2682	2751
731927633	962	1016
731927633	1018	1053
731927633	1189	1224
731927633	1226	1280
731927633	1973	2005
731927633	2063	2092
731927633	2237	2323
731927633	2434	2444
731927633	2784	2832
731927633	3450	3514
732154721	27	61
732154721	281	316
732154721	397	528
732154721	987	1153
732154721	1172	1283
732154721	1930	1965
732154721	2384	2427
732154721	2607	2666
732154721	2755	2819
735855251	2216	2268
735855251	2357	2453
735855251	2455	2563
755814432	166	168
755814432	1728	1735
755814432	1978	2004
755814432	2418	2564
755814432	3178	3201
755814432	3304	3321
755814432	3846	3960
757243988	339	350
757243988	461	467
757243988	1447	1457
757243988	1658	1671
757243988	2267	2280
757243988	2473	2483
757243988	2635	2644
761969038	119	141
761969038	305	321
761969038	974	988
761969038	1755	1783
761969038	1971	2046
761969038	4048	4053
761969038	4149	4170
761969038	4271	4292
761969038	4391	4412
761969038	4521	4541
761969038	5552	5571
761969038	5614	5663
761969692	393	404
761969692	482	492
761969692	601	725
761969692	1557	1574
761969692	1894	1907
761969692	2005	2043
761969692	2057	2089
761969692	2276	2289
761969692	2291	2489
761969692	2858	2885
761969692	2993	3013
761969692	3017	3033
761969692	4010	4090
761969692	5796	5816
761969692	5915	5935
761969692	6064	6084
761969692	6222	6242
761969692	6522	6541
761969692	6636	6662
763260610	0	17
763260610	254	290
763260610	705	719
763260610	970	981
763260610	1053	1105
763260610	1284	1363
763260610	1365	1375
763260610	1411	1424
763260610	1470	1483
763260610	1516	1529
763260610	1593	1619
763260610	1621	1675
763260610	2132	2150
763260610	2205	2238
763260610	2311	2359
763260610	2430	2443
763260610	2812	2868
763260610	3031	3086
763260610	3134	3156
763260610	3559	3589
763260610	3782	3801
763260610	3811	3868
763260610	3911	3931
763260610	3956	3996
763260610	4015	4037
763260610	4166	4190
763260610	4192	4309
763260610	4369	4390
763260610	4500	4518
763260610	4639	4664
763260610	4724	4742
763260610	4819	4851
763260610	5066	5120
763260610	5391	5423
763260610	5495	5554
763260610	5881	5892
763260610	6160	6182
763260610	6230	6271
763260610	6409	6450
763260610	6660	6740
763260610	6845	6907
763260610	7459	7495
763260610	7606	7639
763260610	7661	7680
763260610	7890	7931
763260610	8032	8048
763260610	8129	8166
763260610	8247	8265
763260610	8777	8790
763260610	8957	8999
763260610	9160	9180
763260610	9186	9203
763260610	9302	9329
763260610	9362	9378
763260610	9405	9471
763260610	9689	9714
763260610	9818	9846
763260610	9916	9946
763260610	9967	10009
763260610	10201	10274
763260610	10457	10469
763260610	10568	10629
763260610	11055	11168
763260610	11280	11303
763260610	12230	12261
763260610	12529	12547
763260610	13164	13180
763260610	13644	13664
763260610	13771	13837
763260610	14075	14095
763260610	14289	14314
763260610	14328	14403
763260610	14424	14441
763761219	116	140
763761219	1452	1465
763761219	1645	1669
763761219	1875	1890
763761219	2068	2129
763761219	2295	2298
763761219	2343	2352
764609985	288	296
764609985	500	507
764609985	675	694
764609985	1681	1685
764609985	2352	2362
764609985	2463	2471
764609985	2550	2764
764609985	2992	3003
764609985	3574	3584
764609985	4675	4681
764609985	4924	4933
764609985	5496	5541
764609985	5891	6090
764609985	6332	6366
764609985	7112	7118
764609985	7224	7235
764609985	7247	7251
764609985	8497	8514
764609985	8701	8718
764609985	8747	8765
764609985	10188	10203
764609985	10403	10413
764609985	11038	11048
764715911	132	142
764715911	254	348
764715911	573	584
764715911	937	1001
764715911	1667	1713
764715911	1728	1734
764715911	2558	2561
764715911	2859	2916
764715911	3722	3734
764715911	4015	4028
764715911	4380	4391
764715911	5779	5788
764715911	6379	6427
764715911	6646	6649
764715911	6832	6852
764715911	6958	6981
764715911	7265	7459
764715911	7479	7596
764715911	7652	7700
765953146	787	816
765953146	982	1011
765953146	1099	1110
765953146	2168	2186
765953146	2193	2209
765953146	2497	2507
765953146	5320	5335
767129999	59	78
767129999	1498	1513
767129999	1739	1803
767129999	1943	1951
767129999	2058	2092
767129999	2478	2499
767129999	2522	2531
770156173	0	18
770156173	34	47
770156173	1021	1029
770156173	1106	1184
770156173	1556	1738
770156173	1740	1836
770156173	1919	1938
770156173	2094	2117
770156173	2158	2164
770156173	2330	2348
770156173	2469	2498
770156173	2819	2827
770156173	2934	2989
770156173	3012	3018
770156173	3266	3280
770156173	3692	3737
770156173	3924	3946
770156173	3970	3985
770156173	3991	4004
770156173	4523	4531
770156173	4682	4692
770156173	4758	4781
770156173	4814	4929
770156173	5254	5261
770156173	5330	5340
770156173	5645	5652
770156173	5920	5936
770156173	6056	6072
770877978	900	905
770877978	1000	1018
770877978	1020	1067
770877978	1252	1270
770877978	3117	3146
770877978	3244	3292
770956434	482	487
770956434	1360	1380
770956434	1390	1430
770956434	1560	1571
770956434	1659	1665
770956434	1925	1943
770956434	1945	1992
770956434	2176	2194
770956434	2583	2592
770956434	2884	2891
776368676	45	70
776368676	276	297
776368676	314	343
776368676	378	408
776368676	424	457
776368676	542	559
776368676	571	623
776368676	640	658
776368676	664	738
776368676	871	893
776368676	905	957
776368676	974	992
776368676	998	1078
776368676	1164	1176
776368676	1461	1494
776368676	1596	1633
776368676	2017	2033
776368676	2050	2074
776368676	2085	2118
776368676	2132	2147
776368676	2164	2174
776368676	2178	2210
776368676	3803	3823
780619695	44	62
780619695	120	160
780619695	162	168
780619695	174	183
780619695	1245	1262
780619695	1321	1337
780619695	1538	1554
780619695	1728	1744
780619695	1770	1794
780619695	1935	1959
780619695	2018	2034
780619695	2245	2261
780619695	2329	2338
780619695	2343	2359
780619695	2838	2854
780619695	3066	3082
780619695	3207	3224
780619695	3735	3740
780619695	3933	3941
780619695	4123	4129
780619695	4212	4229
780619695	4298	4309
780619695	4504	4513
780619695	4696	4736
780619695	4856	4874
780619695	5547	5553
780619695	5985	6015
780619695	6232	6246
780619695	6301	6314
781577820	14	25
781577820	163	190
781577820	215	246
781577820	274	302
781577820	470	494
781577820	554	561
781577820	589	661
781577820	731	741
781577820	968	1028
781577820	1031	1218
781577820	1476	1608
781577820	1642	1679
786527921	1	16
786527921	259	300
786527921	729	736
786527921	827	898
786527921	1281	1329
786527921	1465	1480
786527921	1881	1904
786527921	1955	2170
786527921	2176	2238
786527921	2415	2440
786527921	2753	2765
786527921	3033	3065
786527921	5134	5376
786527921	5622	5643
786527921	5787	5810
786527921	6132	6149
786527921	6683	6695
786527921	6880	6908
786527921	7032	7051
786527921	7482	7583
786527921	7598	7633
786527921	7747	7771
786527921	8099	8114
786527921	8403	8449
786527921	8548	8577
786527921	8838	8856
786527921	8903	8923
786527921	9063	9078
786527921	9859	9869
786527921	9942	10004
786527921	10254	10267
786527921	10496	10512
786527921	10665	10684
786527921	10713	10737
786527921	10920	10973
786527921	11260	11284
786527921	11294	11311
786527921	11506	11530
786527921	12164	12267
786527921	12385	12404
786527921	12856	12878
786527921	12974	13022
786527921	13029	13062
786527921	13191	13235
786527921	13589	13733
786527921	13931	13982
786527921	14062	14097
786527921	14149	14328
786527921	14488	14500
786527921	14505	14550
786527921	14918	14942
786527921	15077	15112
786527921	16017	16053
786527921	16104	16121
786527921	16130	16177
786527921	16221	16253
786527921	16530	16544
786527921	16804	16827
786527921	16846	16868
786527921	16919	16949
787142429	1106	1123
787142429	1150	1204
787142429	2684	2815
787529309	16	39
787529309	70	87
787529309	288	319
787529309	323	350
787529309	921	960
787529309	2338	2356
787529309	2405	2430
787529309	2694	2708
787529309	3158	3173
787529309	5159	5195
787529309	5394	5414
787529309	6056	6347
787529309	6678	6784
787529309	7626	7677
787529309	7814	7853
787529309	8200	8310
787529309	8337	8365
787529309	8567	8585
787529309	8686	8710
787529309	9173	9282
787529309	9303	9384
787529309	9661	9697
787759779	331	343
787759779	495	507
787759779	590	623
787759779	670	679
787759779	681	696
787759779	1011	1032
788900262	0	91
788900262	93	269
788900262	1484	1576
788900262	1722	1749
788900262	1817	1830
788900262	1858	1891
788900262	2218	2270
788900262	2272	2383
788900262	2401	2428
788900262	2696	2711
788900262	4190	4224
788900262	4478	4561
788900262	4877	5017
788900262	5064	5083
788900262	5112	5137
788900262	5263	5313
788900262	6020	6109
788900262	6331	6408
788900262	6490	6583
788900262	6601	6675
789370909	53	78
789370909	459	491
789370909	1894	1919
789370909	2009	2030
789370909	2148	2171
789370909	3212	3231
789370909	4056	4071
789370909	4416	4439
789370909	4736	4756
789370909	5762	5843
789370909	5939	6056
789370909	6861	6881
789370909	8063	8083
789370909	8517	8597
789370909	8727	8772
789370909	8829	8884
789370909	8985	9015
789370909	9134	9210
789370909	9255	9271
789370909	9306	9433
789370909	9840	9870
789370909	10444	10485
789370909	10867	10940
789370909	11058	11070
789370909	11625	11705
789370909	11722	11746
789370909	11837	11843
789370909	11848	11871
795703371	647	654
795703371	813	829
795703371	1202	1264
795703371	1268	1271
795703371	1774	1811
795703371	2464	2475
795703371	2479	2490
795703371	2572	2575
795703371	2889	2951
795703371	3759	3901
795703371	3904	4050
795703371	4103	4111
795703371	4126	4135
795703371	4268	4327
795703371	4398	4442
999000149	113	127
999000149	243	295
999000149	300	326
999000149	813	830
999000149	1303	1374
999000149	1602	1689
999000149	2952	2969
999000149	2974	2987
999000149	2989	3077
999000149	3119	3140
999000159	422	433
999000159	499	510
999000159	949	966
999000159	1287	1303
999000159	1701	1735
999000159	1905	1993
999000565	25	50
999000565	127	177
999000565	276	296
999000565	344	378
999000565	419	449
999000565	575	607
999000894	74	82
999000894	148	151
999000894	411	436
999000894	501	512
999000894	1393	1409
999000894	3391	3409
999000894	4245	4276
999000894	4927	4940
999000894	5185	5200
999000894	5314	5317
999001033	38	55
999001033	134	151
999001033	400	406
999001033	687	739
999001033	826	841
999001033	875	926
999001033	941	968
999001033	1160	1225
999001033	1245	1274
999001033	1417	1426
999001033	1445	1466
999001033	1468	1488
999001033	1519	1551
999001033	1564	1575
999001033	1879	1901
999001033	1935	1957
999001033	1985	2025
999001033	2382	2408
999001033	2532	2563
999001033	2595	2603
999001033	3206	3219
999001033	3224	3245
999001033	3362	3422
999001033	3560	3581
999001033	3595	3607
999001033	3713	3724
999001297	773	789
999001297	1496	1515
999001297	2633	2670
999001297	2676	2715
999001297	2883	2895
999001621	0	68
999001621	88	156
999001621	325	338
999001621	382	401
999001621	467	473
999001621	612	621
999001621	769	783
999001621	1628	1655
999001621	3471	3495
999001621	3976	4062
999001621	4085	4137
999001621	4208	4225
999001621	4485	4527
999001621	5047	5061
999001621	5088	5132
999001621	5159	5170
999001621	5890	5902
999001621	7085	7091
999001621	7988	7999
999001621	8473	8481
999001621	8493	8500
999001621	8550	8570
999001621	8600	8611
999001621	8627	8694
999001621	8892	8897
999001621	9108	9121
999001621	9801	9859
999001621	10035	10062
999001621	10151	10169
999001621	10180	10185
999001621	10536	10541
999001621	10779	10800
999001621	10931	11012
999001621	11213	11537
999001621	12106	12112
999001621	12143	12184
